2491.50,2491.50,2491.50,0.00,X
2491.50,2491.50,2491.25,0.00,X
2491.50,2491.50,2491.00,0.00,X
2491.50,2491.50,2491.00,0.00,X
2491.50,2491.50,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2491.75,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2491.00,0.00,X
2491.50,2492.00,2490.75,0.00,X
2491.50,2492.00,2490.75,0.00,X
2491.50,2492.00,2490.75,0.00,X
2491.50,2492.00,2490.75,0.00,X
2491.50,2492.00,2490.75,0.00,X
2491.50,2492.00,2490.50,0.00,X
2491.50,2492.00,2490.25,0.00,X
2491.50,2492.00,2490.00,0.00,X
2491.50,2492.00,2489.75,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.50,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
2491.50,2492.00,2489.25,0.00,X
